価格グループコード,商品コード,SKUコード,掲載開始日,掲載期限,定価,単価,特記事項,規格１名,産地略称
00000600000,701000686,22090108310101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2700.00,釣物約0.9㎏1尾入,不定貫 0.9-1.1kg,静岡県
00002110000,701000686,22090108310101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2650.00,釣物約0.9㎏1尾入,不定貫 0.9-1.1kg,静岡県
00003370000,701000686,22090108310101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2650.00,釣物約0.9㎏1尾入,不定貫 0.9-1.1kg,静岡県
10000000001,701000686,22090108310101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2650.00,釣物約0.9㎏1尾入,不定貫 0.9-1.1kg,静岡県
10000000002,701000686,22090108310101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2700.00,釣物約0.9㎏1尾入,不定貫 0.9-1.1kg,静岡県
10000000003,701000686,22090108310101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2700.00,釣物約0.9㎏1尾入,不定貫 0.9-1.1kg,静岡県
00000530000,701001150,22083100280101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,刺網物6/8㎏,不定貫 3入,愛媛県
00000600000,701001150,22083100280101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1400.00,刺網物6/8㎏,不定貫 3入,愛媛県
00002110000,701001150,22083100280101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,刺網物6/8㎏,不定貫 3入,愛媛県
00003370000,701001150,22083100280101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,刺網物6/8㎏,不定貫 3入,愛媛県
10000000001,701001150,22083100280101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1350.00,刺網物6/8㎏,不定貫 3入,愛媛県
10000000002,701001150,22083100280101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1400.00,刺網物6/8㎏,不定貫 3入,愛媛県
10000000003,701001150,22083100280101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1400.00,刺網物6/8㎏,不定貫 3入,愛媛県
00000530000,701002497,22090105140101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3500.00,巻網物水氷,計量 7kg,長崎県
00000600000,701002497,22090105140101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3600.00,巻網物水氷,計量 7kg,長崎県
00002110000,701002497,22090105140101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3500.00,巻網物水氷,計量 7kg,長崎県
00003370000,701002497,22090105140101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,3600.00,巻網物水氷,計量 7kg,長崎県
10000000001,701002497,22090105140101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3500.00,巻網物水氷,計量 7kg,長崎県
10000000002,701002497,22090105140101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3600.00,巻網物水氷,計量 7kg,長崎県
10000000003,701002497,22090105140101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,3600.00,巻網物水氷,計量 7kg,長崎県
00000530000,701002682,22090201010101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2100.00,巻網物水氷,計量 10入,三重県
00000600000,701002682,22090201010101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2200.00,巻網物水氷,計量 10入,三重県
00002110000,701002682,22090201010101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2100.00,巻網物水氷,計量 10入,三重県
00003370000,701002682,22090201010101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2100.00,巻網物水氷,計量 10入,三重県
10000000001,701002682,22090201010101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2100.00,巻網物水氷,計量 10入,三重県
10000000002,701002682,22090201010101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2200.00,巻網物水氷,計量 10入,三重県
10000000003,701002682,22090201010101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2200.00,巻網物水氷,計量 10入,三重県
00000530000,701003088,22090107740101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,未定,釣物約0.6㎏1尾入,不定貫,長崎県
00000600000,701003088,22090107740101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,未定,釣物約0.6㎏1尾入,不定貫,長崎県
00002110000,701003088,22090107740101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,未定,釣物約0.6㎏1尾入,不定貫,長崎県
00003370000,701003088,22090107740101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,未定,釣物約0.6㎏1尾入,不定貫,長崎県
10000000001,701003088,22090107740101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,未定,釣物約0.6㎏1尾入,不定貫,長崎県
10000000002,701003088,22090107740101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,未定,釣物約0.6㎏1尾入,不定貫,長崎県
10000000003,701003088,22090107740101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,未定,釣物約0.6㎏1尾入,不定貫,長崎県
00000530000,701003158,22090200420101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,6800.00,IQF定置網物ドレス商品,1,北海道沖
00000600000,701003158,22090200420101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,7000.00,IQF定置網物ドレス商品,1,北海道沖
00002110000,701003158,22090200420101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,6800.00,IQF定置網物ドレス商品,1,北海道沖
00003370000,701003158,22090200420101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,6800.00,IQF定置網物ドレス商品,1,北海道沖
10000000001,701003158,22090200420101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,6800.00,IQF定置網物ドレス商品,1,北海道沖
10000000002,701003158,22090200420101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,7000.00,IQF定置網物ドレス商品,1,北海道沖
10000000003,701003158,22090200420101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,7000.00,IQF定置網物ドレス商品,1,北海道沖
00000530000,701050204,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
00000600000,701050204,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
00002110000,701050204,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
00003370000,701050204,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
10000000001,701050204,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1350.00,,不定貫,愛媛県
10000000002,701050204,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1350.00,,不定貫,愛媛県
10000000003,701050204,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,未定,,不定貫,愛媛県
00000530000,701050205,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
00000600000,701050205,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
00002110000,701050205,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
00003370000,701050205,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
10000000001,701050205,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1350.00,,不定貫,愛媛県
10000000002,701050205,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1350.00,,不定貫,愛媛県
10000000003,701050205,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,未定,,不定貫,愛媛県
00000530000,701050206,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
00000600000,701050206,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
00002110000,701050206,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
00003370000,701050206,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
10000000001,701050206,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1350.00,,不定貫,愛媛県
10000000002,701050206,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1350.00,,不定貫,愛媛県
10000000003,701050206,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,未定,,不定貫,愛媛県
00000530000,701050207,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
00000600000,701050207,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
00002110000,701050207,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
00003370000,701050207,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
10000000001,701050207,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1350.00,,不定貫,愛媛県
10000000002,701050207,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1350.00,,不定貫,愛媛県
10000000003,701050207,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,未定,,不定貫,愛媛県
00000530000,701050208,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
00000600000,701050208,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
00002110000,701050208,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
00003370000,701050208,00000000000001,2022/09/03 00:00:00,2022/09/03 23:00:00,0,1350.00,,不定貫,愛媛県
10000000001,701050208,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1350.00,,不定貫,愛媛県
10000000002,701050208,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,1350.00,,不定貫,愛媛県
10000000003,701050208,00000000000001,2022/09/02 00:00:00,2022/09/02 22:00:00,0,未定,,不定貫,愛媛県
00000530000,701800891,22090100830101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,10000.00,,1,北海道
00000600000,701800891,22090100830101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,10000.00,,1,北海道
00002110000,701800891,22090100830101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,10000.00,,1,北海道
00003370000,701800891,22090100830101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,10000.00,,1,北海道
10000000001,701800891,22090100830101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,10000.00,,1,北海道
10000000002,701800891,22090100830101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,10000.00,,1,北海道
10000000003,701800891,22090100830101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,10000.00,,1,北海道
00000530000,701890000,22090200810101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2100.00,,不定貫 約4kg,ﾉﾙｳｪｰ
00000600000,701890000,22090200810101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2100.00,,不定貫 約4kg,ﾉﾙｳｪｰ
00002110000,701890000,22090200810101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2100.00,,不定貫 約4kg,ﾉﾙｳｪｰ
00003370000,701890000,22090200810101,2022/09/03 00:00:00,2022/09/03 23:00:00,0,2100.00,,不定貫 約4kg,ﾉﾙｳｪｰ
10000000001,701890000,22090200810101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2100.00,,不定貫 約4kg,ﾉﾙｳｪｰ
10000000002,701890000,22090200810101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2100.00,,不定貫 約4kg,ﾉﾙｳｪｰ
10000000003,701890000,22090200810101,2022/09/02 00:00:00,2022/09/02 22:00:00,0,2100.00,,不定貫 約4kg,ﾉﾙｳｪｰ
