タグID,タグ名
000001321301,越喜来湾
000001324601,追波湾
000000902901,女川湾
000001342201,釜石湾
000000694601,久慈湾
000001096401,気仙沼湾
000001420201,鮫浦湾
000001004201,志津川湾
000000713801,仙台湾
000001016301,戸賀湾
000001334301,野田湾
000001337701,野辺地湾
000000987001,広田湾
000001266401,船越湾
000001068301,松島湾
000000911701,宮古湾
000000656201,三厩湾
000001375201,陸奥湾
000000954301,山田湾
000001113601,油壺湾
000000740601,内浦湾(千葉県)
000000750501,勝浦湾
000001197501,相模湾
000001398401,館山湾
000001058301,東京湾
000001360701,長浦湾
000001081501,根岸湾
000000981201,平潟湾
000000740701,内浦湾(福井県)
000000936301,小浜湾
000000678301,世久見湾
000001020501,敦賀湾
000000921501,富山湾
000000651301,七尾湾
000001199201,真野湾
000001199701,矢代湾
000000678601,両津湾
000001270801,若狭湾(福井県)
000001271201,英虞湾
000001136501,渥美湾
000000715401,伊勢湾
000001297701,衣浦湾
000000702001,五ヶ所湾
000001404201,駿河湾
000001200601,知多湾
000001193901,的矢湾
000000659001,三河湾
000001198001,相生湾
000000716301,伊根湾
000000887301,大阪湾
000001265401,舞鶴湾
000001270701,若狭湾(京都府)
000000803201,和歌山湾
000001102101,江田島湾
000001344001,錦海湾
000000727501,児島湾
000001394501,須佐湾
000000983101,広島湾
000001257201,美保湾
000001113801,油谷湾
000001122201,浦戸湾
000001003901,志度湾
000000920701,宿毛湾
000000813401,土佐湾
000000826301,堀江湾
000001120501,浅茅湾
000001052301,有明海
000001307501,諫早湾
000000715001,伊万里湾
000001264701,臼杵湾
000000739301,内之浦湾
000000847701,大村湾
000001436801,鹿児島湾
000000807401,唐津湾
000000714601,仮屋湾
000000719201,佐伯湾
000000718901,佐世保湾
000001003801,志布志湾
000000969201,島原湾
000001093301,橘湾
000001118501,津久見湾
000001118001,洞海湾
000001351601,長崎湾
000000789201,博多湾
000000745101,別府湾
000000659301,三浦湾
000001097101,水俣湾
000000907001,守江湾
000000729301,八代海
000000946001,山川湾
000001257001,羊角湾
000001248501,米水津湾
000000872201,大浦湾
000000972901,川平湾
000001340501,金武湾
000001015001,慶佐次湾
000000682301,中城湾
000000801401,名護湾
000000678101,与那覇湾
000000843701,大島(和歌山県)
000000679401,中ﾉ島(和歌山県)
000000019201,あさお池
000001237901,穴池
000001277201,荒堀池
000001161701,猪ﾉ谷池
000000963301,岩倉池
000000739701,内池(和歌山県)
000001186401,疎口池
000001129501,海神池
000000854901,大池(和歌山県岩出市)
000000855401,大池(和歌山県海南市多田)
000000855501,大池(和歌山県海南市大野中)
000000855301,大池(和歌山県海南市七山)
000000855001,大池(和歌山県御坊市)
000000855601,大池(和歌山県白浜町)
000000855201,大池(和歌山県日高町荊木)
000000855101,大池(和歌山県日高町志賀)
000000854601,大池(和歌山県和歌山市朝日)
000000854701,大池(和歌山県和歌山市栄谷)
000000854501,大池(和歌山県和歌山市善明寺)
000000854801,大池(和歌山県和歌山市永山)
000000901801,奥池(和歌山県勝浦町)
000000901901,奥池(和歌山県日高川町)
000000899901,奥の谷池
000000900601,奥山池(海南市)
000000900501,奥山池(日高町)
000001092401,樫河池
000001047701,春日池(和歌山県紀の川市)
000001047601,春日池(和歌山県和歌山市)
000001421101,鰹田池
000000749201,加納池
000001431201,鴨尽池
000000698201,亀池
000001149401,熊住池
000001080801,栗谷池
000000933201,小池(和歌山県)
000000817201,坂部池
000001085301,桜池(和歌山県)
000001195701,皿池(和歌山県)
000001293101,蛇ｹ池(和歌山県)
000000939701,尺谷池
000000718701,住持池
000001281301,菖蒲池(和歌山県)
000001188501,白倉池
000000939901,尻掛川池
000001026301,新池(和歌山県岩出市)
000001026501,新池(和歌山県海南市)
000001026401,新池(和歌山県御坊市)
000001026601,新池(和歌山県田辺市上の山)
000001026701,新池(和歌山県田辺市新庄町)
000001026201,新池(和歌山県和歌山市)
000001022801,新亀池
000001133701,深蛇池
000000849101,大正池(和歌山県)
000001435701,鷹巣池
000001450301,龍部池
000001182401,田野井池
000001380701,露浦池
000000926101,寺田池(和歌山県)
000001066401,東膳邦池
000001424401,鳥尾池
000000686101,中池(和歌山県)
000000684801,中左近池
000001363401,長谷池(和歌山県)
000001270001,苗代川池
000001065301,東池(和歌山県)
000000992801,引谷池(和歌山県)
000000992401,引ﾉ池
000000980401,平池(和歌山県)
000000981601,平田池(和歌山県)
000000976801,平ﾉ上池
000001133401,深田池(和歌山県)
000000699201,二ﾂ池(和歌山県)
000001243101,符ﾉ谷池
000000796501,古池(和歌山県御坊市)
000000796601,古池(和歌山県白浜町)
000001047201,星越池
000000747701,前田池(和歌山県)
000000660101,三笠池
000001303401,見川池
000001099001,水谷池
000000996701,御手洗池(和歌山県)
000000654301,三ｯ池.(和歌山県)
000000615101,ゆかし潟
000001290501,薬師池(和歌山県)
000001200101,矢熊池
000001200201,矢田大池
000000953501,山田池(和歌山県)
000001091901,横松池
000000677301,与根河池
000000507001,ﾌﾗﾝｽ領ｳｫﾘｽ･ﾌﾂﾅ
000000753101,北極海
000000787301,南極海
000000878101,大西洋
000000752001,北大西洋
000000774401,北西大西洋
000000752801,北東大西洋
000000690301,中部大西洋
000000689901,中西大西洋
000000685101,中東大西洋
000000786701,南大西洋
000000788401,南西大西洋
000000787001,南東大西洋
000000171101,ｶﾘﾌﾞ海
000001447301,黒海
000000814301,地中海
000000462901,ﾊﾞﾙﾄ海
000000081001,ｲﾝﾄﾞ洋
000001298901,西ｲﾝﾄﾞ洋
000001057401,東ｲﾝﾄﾞ洋
000000042901,ｱﾗﾋﾞｱ海
000000524701,ﾍﾞﾝｶﾞﾙ湾
000001252301,紅海
000000523701,ﾍﾟﾙｼｬ湾
000000892201,太平洋
000000752101,北太平洋
000000774501,北西太平洋
000000752901,北東太平洋
000000690401,中部太平洋
000000690001,中西太平洋
000000685201,中東太平洋
000000786801,南太平洋
000000788501,南西太平洋
000000787101,南東太平洋
000000139201,ｵﾎｰﾂｸ海
000001057501,東ｼﾅ海
000000786201,南ｼﾅ海
000000513401,ﾍﾞｰﾘﾝｸﾞ海
000000798801,台湾(大西洋)
000000798701,台湾(ｲﾝﾄﾞ洋)
000000798901,台湾(太平洋)
000001041401,日本(大西洋)
000001041301,日本(ｲﾝﾄﾞ洋)
000001041501,日本(太平洋)
000001393501,韓国(大西洋)
000001393401,韓国(ｲﾝﾄﾞ洋)
000001393601,韓国(太平洋)
000000325201,ｾｰｼｪﾙ(ｲﾝﾄﾞ洋)
000000329001,ｾﾈｶﾞﾙ(大西洋)
000000328901,ｾﾈｶﾞﾙ(ｲﾝﾄﾞ洋)
000000455101,ﾊﾞﾇｱﾂ(太平洋)
000000566801,ﾏﾙﾀ(地中海)
000000490701,ﾌｨｼﾞｰ(太平洋)
000000878201,大西洋(ｽﾍﾟｲﾝ)
000000878301,大西洋(ﾎﾟﾙﾄｶﾞﾙ)
000000814401,地中海(ｲﾀﾘｱ)
000000026801,ｱﾄﾞﾘｱ海(ｸﾛｱﾁｱ)
000000814501,地中海(ｽﾍﾟｲﾝ)
000000814601,地中海(ﾁｭﾆｼﾞｱ)
000000814701,地中海(ﾄﾙｺ)
000000814801,地中海(ﾏﾙﾀ)
000000814901,地中海(ﾓﾛｯｺ)
000000266501,ｻﾓｱ独立国
000001396401,飛島(山形県)
000000050801,ｲｴﾒﾝ共和国
000001120201,浅川沼
000000889601,天沼(山形県)
000001278501,荒沼(山形県山形市)
000001278601,荒沼(山形県山辺町)
000001397301,飯坂溜池
000001103201,池の平池
000001116201,泉谷地池
000000713001,今神御池
000000076801,ｲﾛﾊ沼
000001123301,浮島大沼
000001402701,馬立沼
000001424601,鳥帽子沼
000000142601,お池(山形県)
000000857401,大池(山形県庄内町)
000000857301,大池(山形県山形市)
000000875401,大石沼
000000847501,大木沢沼
000000834501,大倉溜池
000000847001,大暮沼
000000839401,大堤(山形県大石田町)
000000839501,大堤(山形県寒河江市)
000000888101,大鳥池(山形県)
000000869001,大沼(山形県朝日町)
000000868801,大沼(山形県大蔵村)
000000869101,大沼(山形県西川町)
000000868901,大沼(山形県山辺町)
000000878601,大谷地沼(山形県)
000000843001,大山上池
000000843101,大山下池
000001106201,沖田堤
000001184901,男沼(山形県)
000000998801,御浜池
000001348001,鏡沼(山形県川西町)
000001348101,鏡沼(山形県米沢市)
000001048001,春日沼
000001157101,片貝沼(山形県)
000000668601,上池(山形県庄内町)
000000668701,上池(山形県鶴岡市)
000000173101,ｶﾜｸﾙﾐ沼
000001194201,皮松谷地
000001340801,金華山堤
000001096501,気比台の池
000000933501,小池(山形県)
000000935901,小泉大堤
000001269701,苔沼(山形県)
000000704601,五色沼(山形県)
000000703301,五台沼
000000795901,古峯堤
000001325301,逆沢堤
000001196301,盃湖
000000660601,三角池(山形県)
000000945901,山居沢堤
000000658701,三本木沼
000001432101,鴫の谷地沼
000000815901,地蔵沼
000000674001,下池(山形県)
000001375601,障子池
000000987801,庄司谷地堤
000001048901,昭和池(山形県)
000001034301,新溜(山形県)
000001038101,新田堤(山形県)
000001280001,菅沼(山形県)
000001020701,数河ﾉ池
000001343301,鈴沼(山形県)
000001373001,関根堤
000001180401,田代谷地
000001239701,竜ｹ池(山形県)
000001171601,玉木沼
000001171901,玉虫沼
000000356601,たらのき代堤
000001424901,鳥海湖
000001350201,長塚沼
000001256601,繋沼
000001435301,鶴間池
000001434601,鶴巻池
000000826701,堂見沼
000001326401,通越堤
000001003201,徳良湖
000000396101,ﾄﾞｯｺ沼
000001422001,鳥の海(山形県)
000001117101,泥沢沼
000000682001,中台池
000001359601,長沼(山形県朝日町)
000001359501,長沼(山形県大蔵村)
000001359701,長沼(山形県西川町)
000000680501,中ﾉ沢堤.
000001344501,鍋越沼
000001040601,日塔沼
000001315701,貫津沼
000001115101,沼沢沼(山形県)
000001114501,沼ﾉ辺
000001114701,沼山大沼
000001338401,野黒沢堤
000001191701,白竜湖(山形県)
000001185701,畑谷大沼
000001261701,羽山堂堤
000000791901,原崎沼
000001261801,羽竜沼
000001065701,東沢溜池
000000992701,引竜湖
000001090001,樋口沼
000001173701,琵琶湖(山形県)
000000498601,ﾌﾞｽ沼
000000795501,古堤(山形県)
000001050701,曲沼(山形県)
000001050901,曲谷地沼
000001069401,松沢溜池
000000691501,丸堤
000000692701,丸沼(山形県)
000000998401,御池(山形県)
000001045301,明星湖
000001045401,明月湖
000001076701,柳沢新堤
000000954601,山谷堤
000001138801,湯沢沼
000000677601,与蔵沼(酒田市)
000000677701,与蔵沼(鮭川村)
000000809401,四ｯ谷沼
000001271001,若畑沼
000001279101,荒草池
000001104501,池田堤
000001201601,石屋形溜池
000001115601,泉堤
000000994901,後池(山口県)
000001101701,江汐池
000001102201,江畑池
000000881201,大迫池(山口県)
000000839201,大堤(山口県長門市日置上)
000000839301,大堤(山口県長門市油谷後畑)
000000839101,大堤(山口県美祢市)
000000841601,大堤溜池
000000837001,大判溜池
000001387701,青海湖
000000938701,小野田二番溜池
000000938501,小野溜池
000001345701,鎌田堤
000001112501,河原田溜池
000001171701,玉泉溜池
000001155101,熊田溜池
000001448501,黒谷池(山口県)
000001448701,黒谷溜池
000001282201,菰池堤
000001111901,河内ｹ浴溜池
000000719601,佐名河内溜池
000000924001,寒山溜池
000001246401,篠原堤
000001245801,管無田堤
000001179501,田代堤(山口県)
000001294201,蛇瀬池
000000831401,多々良池(山口県)
000001309301,谷河内堤
000000972101,崩ﾉ河内溜池
000000742701,出口池(山口県)
000000976301,常盤池
000000813701,土対溜池
000001350601,長尾池(山口県)
000001358001,長沢溜池
000001357801,長沢池(山口県山口市阿東徳佐中)
000001357701,長沢池(山口県山口市鋳銭司)
000001363701,長谷溜池
000001299101,西ｹ河内堤
000001331701,野坂堤
000001337801,野道溜池
000000978401,平尾池(山口県)
000000489101,びわの木溜池
000001419901,鮒ｹ池
000000745001,別府弁天池
000000830701,外屋池
000001281901,菩提池
000000747101,前池(山口県)
000001198801,真砂溜池
000000652301,万作堤
000000652401,万年池
000001132701,深坂溜池
000001046101,明神池(山口県)
000001372101,門前堤
000001124001,浴山溜池
000001200501,矢風呂池
000000954401,山立石池
000000950101,山桃池
000000730101,八幡池(山口県)
000001197001,相島
000001207701,祝島(山口県)
000001123201,浮島(山口県)
000001157801,牛島(山口県)
000001401801,馬島(山口県田布施町)
000000844101,大島(山口県)
000000871601,大津島
000001387601,青海島(山口県)
000001105901,沖家室島
000001242601,笠佐島
000001242801,笠戸島
000001448901,黒髪島
000001445501,黒島(山口県)
000000719501,佐合島
000001249401,粭島
000000713901,仙島
000001241201,竹ﾉ子島(山口県)
000001305601,角島(山口県)
000001351001,長島(山口県)
000001005501,情島(山口県)
000001332101,野島(山口県)
000001240901,端島(山口県)
000001075801,柱島(山口県)
000000994401,彦島(山口県)
000001093801,櫃島
000001286001,蓋井島
000000982401,平郡島
000000746401,前島(山口県)
000001303301,見島(山口県)
000000801801,向島(山口県)
000000733701,六連島
000000729901,八島(山口県)
000000941701,屋代島
000001046701,明見湖.
000001158001,牛池(山梨県)
000000999701,御釜池(忍野八海)
000001003501,忍野八海
000001347001,鏡池(山梨県忍野八海)
000001112601,河口湖
000000751501,北伊奈ヶ湖
000001302801,西湖
000001088501,椹池
000000810601,四尾連湖
000000927001,将監堤
000001249701,精進湖
000001281501,菖蒲池(山梨県忍野村忍野八海)
000001281401,菖蒲池(山梨県南ｱﾙﾌﾟｽ市)
000001189701,白根お池
000000724501,信玄堤
000000313801,すずらん池
000000988301,底抜池(忍野八海)
000001239301,立沼
000000363501,ちどり湖
000001343701,銚子池(忍野八海)
000000777201,千代田湖(山梨県)
000000742801,出口池(山梨県忍野八海)
000001144801,濁池(山梨県忍野八海))
000001261901,羽衣池
000000977201,平久保池
000000786501,南伊奈ヶ湖
000001054801,本栖湖
000000943201,山中湖
000001137501,湧池(山梨県忍野八海)
000000786101,南ｱﾌﾘｶ共和国
000000275601,ｻﾞﾝﾋﾞｱ共和国
000000304701,ｼﾞﾝﾊﾞﾌﾞｴ共和国
000001413401,魚類
000000001301,ｱｲｺﾞ
000000033801,ｱﾐｱｲｺﾞ
000000248501,ｺﾞﾏｱｲｺﾞ
000000328001,ｾﾀﾞｶﾊﾅｱｲｺﾞ
000000369501,ﾁﾘﾒﾝｱｲｺﾞ
000000451301,ﾊﾅｱｲｺﾞ
000000477301,ﾋﾒｱｲｺﾞ
000000500401,ﾌﾞﾁｱｲｺﾞ
000000001501,ｱｲｺﾞ科魚類その他その他
000000002201,ｱｲﾅﾒ
000000084301,ｳｻｷﾞｱｲﾅﾒ
000000101701,ｴｿﾞｱｲﾅﾒ
000000002401,ｱｲﾅﾒ属魚類その他
000000002501,ｱｲﾌﾞﾘ
000000003301,ｱｵｳｵ
000000005501,ｱｵﾊﾞﾀﾞｲ
000000006001,ｱｵﾒｴｿ
000000376101,ﾂﾏｸﾞﾛｱｵﾒｴｿ
000000398601,ﾄﾓﾒﾋｶﾘ
000000441901,ﾊﾞｹｱｵﾒｴｿ
000000565201,ﾏﾙｱｵﾒｴｿ
000000006201,ｱｵﾒｴｿ科魚類その他
000000009701,ｱｶｸｼﾞﾗｳｵﾀﾞﾏｼ
000000010001,ｱｶｸﾞﾂ
000000010201,ｱｶｸﾞﾂ科魚類その他
000000010601,ｱｶｻﾞ
000000010401,ｱｶｺﾞﾁ
000000012301,ｱｶﾀﾁ
000000012501,ｱｶﾀﾁﾓﾄﾞｷ
000000012601,ｱｶﾀﾁ科魚類その他
000000013401,ｱｶﾅﾏﾀﾞ
000000015501,ｱｶﾏﾝﾎﾞｳ
000000015801,ｱｶﾒ
000000016201,ｱｶﾒﾓﾄﾞｷ
000000405201,ﾅｲﾙｱｶﾒ
000000460901,ﾊﾞﾗﾏﾝﾃﾞｨ
000000017401,ｱｸﾀｳｵ
000000018101,ｱｺﾞｱﾏﾀﾞｲ
000000018301,ｱｺﾞｱﾏﾀﾞｲ科魚類その他
000000020501,ｱｻﾋｷﾞﾝﾎﾟ
000000287801,ｼﾞｬｲｱﾝﾄｹﾙﾌﾟﾌｨｯｼｭ
000000022501,ｱｼﾅｶﾞﾀﾞﾗ
000000023301,ｱｼﾛ
000000066001,ｲﾀﾁｳｵ
000000094901,ｳﾐﾄﾞｼﾞｮｳ
000000277501,ｼｵｲﾀﾁｳｵ
000000624501,ﾖﾛｲｲﾀﾁｳｵ
000000632301,ﾘﾝｸﾞ
000000023501,ｱｼﾛ科魚類その他
000000027101,ｱﾅｺﾞ
000000125701,ｵｷｱﾅｺﾞ
000000198101,ｷﾞﾝｱﾅｺﾞ
000000219801,ｸﾛｱﾅｺﾞ
000000244201,ｺﾞﾃﾝｱﾅｺﾞ
000000341701,ﾀﾞｲﾅﾝｱﾅｺﾞ
000000542201,ﾏｱﾅｺﾞ
000000027201,ｱﾅｺﾞ科魚類その他
000000029601,ｱﾌﾞﾗﾎﾞﾃ
000000583601,ﾐﾔｺﾀﾅｺﾞ
000000614201,ﾔﾘﾀﾅｺﾞ
000000029801,ｱﾌﾞﾗﾎﾞﾃ属魚類その他
000000029901,ｱﾌﾞﾗﾐｽ
000000508701,ﾌﾞﾘｰﾑ
000000030801,ｱﾌﾟﾛﾀﾞｸﾃｭﾙｽ
000000541601,ﾏｰﾌﾞﾙﾌｨｯｼｭ
000000032101,ｱﾏｼｲﾗ
000000032401,ｱﾏﾀﾞｲ
000000007201,ｱｶｱﾏﾀﾞｲ
000000181101,ｷｱﾏﾀﾞｲ
000000299901,ｼﾛｱﾏﾀﾞｲ
000000322901,ｽﾐﾂｷｱﾏﾀﾞｲ
000000451401,ﾊﾅｱﾏﾀﾞｲ
000000578601,ﾐﾅﾐｱﾏﾀﾞｲ
000000032501,ｱﾏﾀﾞｲ科魚類その他
000000033701,ｱﾐｱ
000000528301,ﾎﾞｳﾌｨﾝ
000000034201,ｱﾐｷﾘ
000000037701,ｱﾒﾘｶｷﾞﾝﾀﾞｲ(ｼﾛｶﾞﾈﾀﾞｲ)
000000300601,ｼﾛｶﾞﾈﾀﾞｲ
000000037801,ｱﾒﾘｶｷﾞﾝﾀﾞｲ属魚類その他
000000038501,ｱﾒﾘｶﾅﾏｽﾞ
000000505101,ﾌﾞﾗｳﾝﾌﾞﾙﾍｯﾄﾞ
000000365501,ﾁｬﾈﾙｷｬｯﾄﾌｨｯｼｭ
000000041501,ｱﾕ
000000041801,ｱﾕ科魚類その他
000000046101,ｱﾙﾌﾞﾙﾇｽ
000000508501,ﾌﾞﾘｰｸ
000000046901,ｱﾛｻ
000000473901,ﾋｯｺﾘｰｼｬﾄﾞ
000000048401,ｱﾝｺｳ
000000181201,ｷｱﾝｺｳ
000000048801,ｱﾝｺｳ目魚類その他
000000048601,ｱﾝｺｳｲﾜｼ
000000012901,ｱｶﾁｮｯｷｸｼﾞﾗｳｵ
000000027801,ｱﾉﾄﾞﾝﾄｽﾄﾏ
000000364901,ﾁｬｸﾝﾀﾞｷﾞｻﾞｰﾄﾞｼｬﾄﾞ
000000055501,ｲｶﾅｺﾞ
000000342501,ﾀｲﾜﾝｲｶﾅｺﾞ
000000055701,ｲｶﾅｺﾞ科魚類その他
000000058801,ｲｹｶﾂｵ
000000118101,ｵｵｸﾁｲｹｶﾂｵ
000000578701,ﾐﾅﾐｲｹｶﾂｵ
000000059301,ｲｻｷ
000000021501,ｱｼﾞｱｺｼｮｳﾀﾞｲ
000000040801,ｱﾔｺｼｮｳﾀﾞｲ
000000131101,ｵｼｬﾚｺｼｮｳﾀﾞｲ
000000221501,ｸﾛｺｼｮｳﾀﾞｲ
000000242801,ｺｼｮｳﾀﾞｲ
000000252401,ｺﾛﾀﾞｲ
000000285301,ｼﾏｾﾄﾀﾞｲ
000000328501,ｾﾄﾀﾞｲ
000000367901,ﾁｮｳﾁｮｳｺｼｮｳﾀﾞｲ
000000470401,ﾋｹﾞｿﾘﾀﾞｲ
000000470501,ﾋｹﾞﾀﾞｲ
000000531501,ﾎｼﾐｿﾞｲｻｷ
000000588301,ﾑｽｼﾞｺｼｮｳﾀﾞｲ
000000059601,ｲｻｷ科魚類その他
000000061101,ｲｼﾀﾞｲ
000000060201,ｲｼｶﾞｷﾀﾞｲ
000000061301,ｲｼﾀﾞｲ科魚類その他
000000061601,ｲｼﾅｷﾞ
000000118201,ｵｵｸﾁｲｼﾅｷﾞ
000000238601,ｺｸﾁｲｼﾅｷﾞ
000000045201,ｱﾙｾﾞﾝﾁﾝｵｵﾊﾀ
000000425701,ﾆｭｰｼﾞｰﾗﾝﾄﾞｵｵﾊﾀ
000000062501,ｲｽｽﾞﾐ
000000385501,ﾃﾝｼﾞｸｲｻｷ
000000435601,ﾉﾄｲｽｽﾞﾐ
000000578801,ﾐﾅﾐｲｽｽﾞﾐ
000000062701,ｲｽｽﾞﾐ科魚類その他
000000063601,ｲｾｺﾞｲ
000000064401,ｲｿｷﾞﾝﾎﾟ
000000411401,ﾅﾍﾞｶ
000000420301,ﾆｼﾞｷﾞﾝﾎﾟ
000000064601,ｲｿｷﾞﾝﾎﾟ科魚類その他
000000068101,ｲｯﾄｳﾀﾞｲ
000000015301,ｱｶﾏﾂｶｻ
000000004701,ｱｵｽｼﾞｴﾋﾞｽ
000000109101,ｴﾋﾞｽﾀﾞｲ
000000143901,ｶｲｴﾋﾞｽ
000000193301,ｷﾋﾞﾚﾏﾂｶｻ
000000220701,ｸﾛｵﾋﾞﾏﾂｶｻ
000000390301,ﾄｶﾞﾘｴﾋﾞｽ
000000068301,ｲｯﾄｳﾀﾞｲ科魚類その他
000000068601,ｲﾄｳ
000000342101,ﾀｲﾒﾝ
000000069401,ｲﾄﾋｷｱｼﾞ
000000092401,ｳﾏﾂﾞﾗｱｼﾞ
000000070201,ｲﾄﾋﾗｱｼﾞ
000000385401,ﾃﾝｼﾞｸｱｼﾞ
000000070601,ｲﾄﾏｷﾌｸﾞ
000000070801,ｲﾄﾏｷﾌｸﾞ科魚類その他
000000070901,ｲﾄﾖﾘﾀﾞｲ
000000334301,ｿｺｲﾄﾖﾘ
000000601101,ﾓﾓｲﾄﾖﾘ
000000069301,ｲﾄﾀﾏｶﾞｼﾗ
000000354201,ﾀﾏｶﾞｼﾗ
000000474501,ﾋﾄｽｼﾞﾀﾏｶﾞｼﾗ
000000499501,ﾌﾀｽｼﾞﾀﾏｶﾞｼﾗ
000000071101,ｲﾄﾖﾘﾀﾞｲ科魚類その他
000000071501,ｲﾅｶﾇﾒﾘ
000000071701,ｲﾅｶﾇﾒﾘ科魚類その他
000000072801,ｲﾇﾊﾞﾆｼﾝ
000000074201,ｲﾎﾞｵｺｾﾞ
000000074301,ｲﾎﾞｵｺｾﾞ科魚類その他
000000074501,ｲﾎﾞﾀﾞｲ
000000203301,ｷﾞﾝﾜﾚﾌｰ
000000302801,ｼﾛﾋﾗｽ
000000594301,ﾒﾀﾞｲ
000000647401,ﾜﾚﾌｰ
000000074701,ｲﾎﾞﾀﾞｲ科魚類その他
000000076501,ｲﾚｽﾞﾐｺﾝﾆｬｸｱｼﾞ
000000077101,ｲﾜｱﾅｺﾞ
000000077301,ｲﾜｱﾅｺﾞ科魚類その他
000000078501,ｲﾜﾅ
000000036901,ｱﾒﾏｽ(ｴｿﾞｲﾜﾅ海降型)
000000102201,ｴｿﾞｲﾜﾅ(ｱﾒﾏｽ陸封型)
000000102301,ｴｿﾞｲﾜﾅ×ｵｼｮﾛｺﾏ
000000131201,ｵｼｮﾛｺﾏ
000000175801,ｶﾜﾏｽ
000000238401,ｺﾞｷﾞ
000000422801,ﾆｯｺｳｲﾜﾅ
000000584101,ﾐﾔﾍﾞｲﾜﾅ
000000611001,ﾔﾏﾄｲﾜﾅ
000000635601,ﾚｲｸﾄﾗｳﾄ
000000079701,ｲﾝﾄﾞｱｲﾉｺｲﾜｼ
000000079801,ｲﾝﾄﾞｱｲﾉｺｲﾜｼ属魚類
000000082801,ｳｸﾞｲ
000000566701,ﾏﾙﾀ
000000083401,ｳｸﾞｲ属魚類その他
000000085001,ｳｼﾉｼﾀ
000000011901,ｱｶｼﾀﾋﾞﾗﾒ
000000072501,ｲﾇﾉｼﾀ
000000119201,ｵｵｼﾀﾋﾞﾗﾒ
000000220401,ｸﾛｳｼﾉｼﾀ
000000231001,ｹﾞﾝｺ
000000236601,ｺｳﾗｲｱｶｼﾀﾋﾞﾗﾒ
000000386401,ﾃﾞﾝﾍﾞｴｼﾀﾋﾞﾗﾒ
000000085201,ｳｼﾉｼﾀ科魚類その他
000000088701,ｳﾁﾜﾌｸﾞ
000000089501,ｳﾂﾎﾞ
000000399501,ﾄﾗｳﾂﾎﾞ
000000089701,ｳﾂﾎﾞ科魚類その他
000000090101,ｳﾅｷﾞ
000000037401,ｱﾒﾘｶｳﾅｷﾞ
000000030301,ｱﾌﾘｶｳﾅｷﾞ
000000080201,ｲﾝﾄﾞﾈｼｱﾋﾚﾅｶﾞｳﾅｷﾞ
000000080301,ｲﾝﾄﾞﾈｼｱﾝｼｮｰﾄﾌｨﾝｲｰﾙ
000000080801,ｲﾝﾄﾞﾏﾀﾞﾗｳﾅｷﾞ
000000116601,ｵｵｳﾅｷﾞ
000000112301,ｵｰｽﾄﾗﾘｱｳﾅｷﾞ
000000112901,ｵｰｽﾄﾗﾘｱ淡水ｳﾅｷﾞ
000000112801,ｵｰｽﾄﾗﾘｱﾋﾚﾅｶﾞｳﾅｷﾞ
000000294801,ｼｮｰﾄﾌｨﾝｲｰﾙ
000000321601,ｽﾍﾟｸﾙﾄﾞﾛﾝｸﾞﾌｨﾝｲｰﾙ
000000331201,ｾﾚﾍﾞｽｳﾅｷﾞ
000000892301,太平洋短鰭ｳﾅｷﾞ
000000424301,ﾆﾎﾝｳﾅｷﾞ
000000424901,ﾆｭｰｷﾞﾆｱｳﾅｷﾞ
000000425001,ﾆｭｰｷﾞﾆｱ高山ｳﾅｷﾞ
000000425601,ﾆｭｰｼﾞｰﾗﾝﾄﾞｵｵｳﾅｷﾞ
000000524401,ﾍﾞﾝｶﾞﾙｳﾅｷﾞ
000000537401,ﾎﾟﾘﾈｼｱﾝﾋﾚﾅｶﾞｳﾅｷﾞ
000000598501,ﾓｻﾞﾝﾋﾞｰｸｳﾅｷﾞ
000000618901,ﾖｰﾛｯﾊﾟｳﾅｷﾞ
000000633901,ﾙｿﾝｳﾅｷﾞ
000000432701,ﾈﾊﾟｰﾙ地下ｳﾅｷﾞ
000000090201,ｳﾅｷﾞ科魚類その他
000000091001,ｳﾊﾞｳｵ
000000091301,ｳﾊﾞｳｵ科魚類その他
000000091501,ｳﾊﾞｺﾞﾁ
000000094401,ｳﾐﾀﾅｺﾞ
000000005101,ｱｵﾀﾅｺﾞ
000000012701,ｱｶﾀﾅｺﾞ
000000126901,ｵｷﾀﾅｺﾞ
000000555301,ﾏﾀﾅｺﾞ
000000094601,ｳﾐﾀﾅｺﾞ科魚類その他
000000094701,ｳﾐﾃﾝｸﾞ
000000094801,ｳﾐﾃﾝｸﾞ科魚類
000000095601,ｳﾐﾍﾋﾞ(魚類)
000000071401,ｲﾅｶｳﾐﾍﾋﾞ
000000341801,ﾀﾞｲﾅﾝｳﾐﾍﾋﾞ
000000565401,ﾏﾙｱﾅｺﾞ
000000095701,ｳﾐﾍﾋﾞ科魚類その他
000000097101,ｳﾗﾅｲｶｼﾞｶ
000000013301,ｱｶﾄﾞﾝｺ
000000178101,ｶﾞﾝｺ
000000247101,ｺﾌﾞｼｶｼﾞｶ
000000605301,ﾔｷﾞｼﾘｶｼﾞｶ
000000611201,ﾔﾏﾄｺﾌﾞｼｶｼﾞｶ
000000097201,ｳﾗﾅｲｶｼﾞｶ科魚類その他
000000098101,ｳﾙﾒｲﾜｼ
000000098701,ｳﾛｺｻｯﾊﾟ
000000098801,ｳﾛｺｻｯﾊﾟ属魚類
